event,date,round,black,white,result,moves
Worldchampionship,2024.10.25,2,KohBoXiang,GutorovIvan,27-37,c4e3f6e6f3c5d3c3b4b3c6f4b6d2b5c2e2d6c1d1e1f1g1f2a3b2d7a2a4g6h6a5a6a7a1b1a8f7e8c8b7e7f8b8d8c7g4h1f5g2g3h2h3h5g5h7g7h4
Worldchampionship,2024.10.25,2,VinarMatt,NaraSoma,26-38,d3c5f6f5e6e3c3d2f4f3c2g4d1d6e2g5g3d7h5e7h6h3g6h4h2f2e1g1c4b4a4b1b6b3b5c6a3a7c1f1c7a6f8e8g2d8a5a2b7c8b8g7h7b2g8h8f7a8
Worldchampionship,2024.10.25,2,SiaChengYong,EklundOskar,42-22,d3c3c4e3c2d6e2d2e1f1f2c1g1b5f3b1f6e6f4b3e7f7f8f5c5d7c6g4c8b6g3g5h4h6h3g7a7d8a4b4e8a6c7a8h5h2g6d1a1h7b2g2a2a3a5b8b7g8
Worldchampionship,2024.10.25,2,TomitaYou,DuZhouzi,36-28,f5d6c5f6e6f4c6e7f7f8g5g6g4h6h5g3h7c4d7c8e8d8c7b4g7h8g8h4e3d3f3d2b5a5e2e1c3f2a3a4a6b3a2b7c2b1d1c1b6a7a8b8g1f1a1b2h2h3
Worldchampionship,2024.10.25,2,KashiwabaraTakuji,ShiPeipei,41-23,c4e3f6e6f5c5f4g6f7d3f3g5g4e7d6h3f8c6b6b3b4c3c7b5h4h5d7a6e2f1d2e1c1f2d1b1c2g7h8g3h7h6h2g2h1g1a1b2a2a3a5a4a7b7b8d8c8a8
Worldchampionship,2024.10.25,2,ZilligSanna,ChoudharyAshok,22-42,e6f6f5d6c5e3f3f4d7c4c3b6g3g4e7f7h5h4h3g5c6d3d2e8f2c8h6c7g6b4b5b3f8a6a4a5a7c2a3g7h8b2d8e1d1g8f1b7a1a2a8b8e2c1g1h1b1g2
Worldchampionship,2024.10.25,2,KuritaSeiya,LiChunWan,29-35,f5d6c3d3c4f4c5b3c2e3d2c6b4b5a6b6f2f6g4e2g5c1a3e1f1f3a5a4d1e6b1h3h4h5d7e7c7c8g6b7f8g3d8b8b2a1a2e8h6h7f7g8a8a7h8g7g2g1
Worldchampionship,2024.10.25,2,LinXinRui,BergMatthias,5-59,c4e3f5b4f3f6d3e6e7d6c6c3c5f4c2d7g4b6a4b5a7h3d8c8c7e8g5h4h6a3a2a6a5g3f8g8f7f2b7b8f1d2c1a8e2h5h2a1g6b3g2g1b2h1g7h7h8b1
Worldchampionship,2024.10.25,2,RoyAmar,ChenPoYun,12-52,c4c3d3c5b4d2d6b3e3f5f4g4d1f3e2c6g5f2c2a3b5c1h4e1g3h3h2a6b6c7d8e6d7f7a5a4e7c8b8f8g1h6g6f6b7a8a7e8g7f1b2b1a1a2h8h7g8h5
Worldchampionship,2024.10.25,2,ErdenemunkhMandakh,TastetMarc,13-51,c4e3f5e6f4c5d6c6c3d3f3f6b6a6c7d8c8b8f7g3h3b5a4g5h4h5h6g6d7g4b4a5a7g8e7f2e2c2b3f1c1d2e1g2g1d1h7h1h2b1e8f8g7h8b7a2b2a1
Worldchampionship,2024.10.25,2,ÖzgenGüneşDeren,AndrianiBintsa,11-53,c4c3e6c5d3e2d2e3f4d6f2f5f6g5g4f3g6g3h4c1c2f1d1e1b4h3c6h5h2h1h6h7g1g2b3a3a4a5b5a6b6a2b2a7g7h8f7g8e7f8e8d8d7c8c7b8b1a1
Worldchampionship,2024.10.25,2,WilliamJoanna,SukalakPhakaphon,49-15,c4e3f5e6f4c5d6f6d3g4g5f3e2b3b4h6c6c3d2a4f2f1e1d1h4h3h2g3c1b1c2b5a6e7a2c7b6a3a5b2e8d7f7d8a1f8g1g2h1a7h5g6h7g7h8g8c8b7
Worldchampionship,2024.10.25,2,KahvecioğluErkam,YanHongSyuan,17-47,c4e3f6e6f5c5f4g5f3g4g6e2e7f7h5d6f8d3h4g3f2c3e1h6h7g2d7h3c2h8h1g7h2g8c7e8b6b5a6c6b3b8c8d8b2b1a1a2c1d1a3a4f1g1d2b4a7a5
Worldchampionship,2024.10.25,2,VyasMehul,YapKokSoon,26-38,e6f6f5f4g5d6f7g4e3f3e7d3c6c7c5h6h4g6h3d7g3h5h7e8f8d8c4g8c2d2c1f2b8b3a4d1e1f1e2b1b5c3g2a3a2b4b6a6b7a5a7a8c8h1h8g7g1a1
Worldchampionship,2024.10.25,2,ErdenemunkhManlai,RybarikIvo,18-46,c4c3d3c5d6f4f5d2f3e6c6e3f6g5g4h4g3e2f2g6e1d1h3h5c1h2b6b5b3g1a6a5a4b4a3c2b2e7f1b1g7d7e8c7b8g2a1a2a7b7a8c8d8f8f7h8g8h6
Worldchampionship,2024.10.25,2,DoymazMelisa,DongZhen,6-58,e6f6f5f4g5d6f7g4e3h5h6h7e7g6c3f3h4h3f2g3c4d8e8f8d7c8g7c6c7c5g2g8b5a5a6a7b6h8b8b7a4b4a8b3a3h2h1g1e1d3f1e2d1d2c2b1c1b2
Worldchampionship,2024.10.25,2,DoudaTomáš,TastetSophie,57-7,e6f6f5d6c5g4d7c4c6d3e7f7g6e8d8c8c7g5f4f3h3h6h5b8b3a2c3b6b5g3h7c2f8g8h4a5e2e3h2e1b2b1f2g7b4f1h8d2a8a4d1c1a7b7a6g2h1g1
Worldchampionship,2024.10.25,2,SanJenny,ChuaZiWei,34-30,e6f6f5f4e3c5c4d7c6e2f7e7g5g4f3g6d3c3d6f2d8c8f8b4b5b3a4d2c7a6b6b8a8a3h3h4h6h2h5h7g3a5c2d1f1g7h8g8b1e8b7a7a2c1e1g1h1g2
Worldchampionship,2024.10.25,2,SteentoftBenkt,LinPinHsi,28-36,f5d6c3d3c4g5e3d2c5f4c6b5f2c2b4a3e2b3f6b6a4f1g3a5d1g4e1e6g1f3h5h3h6g6e7f7h7e8g7c1b1h8h4g2d8d7c8c7h1h2a2b8a6b7b2a1a8a7
Worldchampionship,2024.10.25,2,KohDingShengCalvin,ShamanDavid,17-47,d3c5e6f5f6e3d6f7g4c6e7d7g6h6c7c4d8e8g5c8f8g8b5f4f3h3h5h4g3h2g7f2f1g2b6b7g1h1e2d1e1a6b8a8a7a5b4a3b3a4c3h7h8d2b2c1a1a2
Worldchampionship,2024.10.25,2,Ben-DayanAbraham,YangKelvin,37-27,e6f6f5f4g5g6g4h6e3c5c6d3h5e7d7d6e8f7f3f8c7d8c8b8b5b6c4a5c3h4h7h8g8g7a8b3b4h3a7c2b7a4d2a6g3h2c1b2a1e2a3d1f1e1g2f2g1b1
Worldchampionship,2024.10.25,2,ZilligIsabel,LimJoeOnn,49-15,d3c5e6f5f6e3f4f3e2g4g5f2d2e7c4g3d7g6d6d1e8b4c3c7e1c6c1f8f7f1h6h5g1h7h3d8b8c2b1g8b7b5b6h4a3a6a5a4a7a8c8a2h8g2b3b2h1h2
Worldchampionship,2024.10.25,2,MelnikovAlexander,SritaraphanPharisorn,19-45,f5d6c5f4e3c6d3f6e6d7g4c4g5c3f7d2c1e2b5g3f3h4e7f2b6h5e1f1g6d8h6b4c8c7e8d1a3b1h3g8b8a5c2a6b7b3a4a8f8g7g1h1a2b2h8a1a7h7
Worldchampionship,2024.10.25,2,BatzorigErdenesuvd,ByambajargalNyamjav,45-19,c4e3f5e6f6c5f4c3b4b3c6a4b6d6b5g3g4h3g5h6c7d7f7f3d8a6d3e8f8e7c8g6a5e2c2d1d2e1f2g7g8f1h4h5h8a7h7b8h2g2a3b2a8b7h1g1c1a1
Worldchampionship,2024.10.25,2,WangZhen,ChangChunYi,19-45,c4c3d3e3f4c5e2f5b4f2c2f3c6b6d6b5f6a4g5e1a3d2g4b3c1c7g3d7d1f1g1e6a5a6a7b2e7f7f8e8d8h4h5h6b7g6a1b1a2h1h7h2h3h8g7c8b8g8
Worldchampionship,2024.10.25,2,SanoYoko,SongYan,16-48,c4e3f6c5c3e6c6b5d6d3b6b3f5c7a5d7e7f4d8f8e8b4g8g5g3f3h4h6c2d2d1f7e2h3h5g4g6e1f1c1g2g1a4f2a3b8b2c8a8g7h8h7h2a1b1h1a2b7
Worldchampionship,2024.10.25,2,TakanashiYusuke,ZhelezovAleksei,41-23,c4c3d3c5d6f4f5d2f3d7c6b5b4e3d1e2c2b3a3e1f1f6a4a5c1a2e6g5g4e7h6b2f7g6c8f8e8h4b6d8g8g3h7a6c7b1h2f2a1b7g7b8a8a7h8h5h3g1
Worldchampionship,2024.10.25,2,deGraafJanC.,KohBoChaoAlex,26-38,e6f6f5f4g5g6e7h5e3f7g4g3f8d7h6f3d6f2c4c5c3d3c8c7c6h7f1e2e1d2d1b4b5g7a4b6a5a7h3h4h8d8a6a3e8g8b3h2b7g2h1c1c2a2b2a1b1g1
Worldchampionship,2024.10.25,2,YapSiewKun,UlvedalJensenElisabethC.,55-9,f5d6c3d3c4f4f6f3e6b5e3c6g4g3g5h4c5f7e7h5g6d8h6d7c7h7f2b6a5e2f1d1d2c1c2b1c8a4a3b8a6b4b3b2a7e1a2g1a1b7h1g2h3h2a8e8f8g7
Worldchampionship,2024.10.25,2,CuiYijun,DufourDaniel,49-15,c4e3f6e6f5c5c3c6d3d2e2b3c1c2b4a3a5b5a6a4a2f4f3d1e1g5e7g4d6f1g1g3c7b6f2c8b1f8e8f7a7d7g8g6g7g2h5h6h1h8d8b7h2b2a8b8h7h4
Worldchampionship,2024.10.25,3,SritaraphanPharisorn,TakanashiYusuke,21-43,d3c5f6f5e6e3d6f7g6c4c6e7d7g5f4c8h6b5b4c3e8g4d8h5a5b6b8a6c7a4h4a7h3g7g3f8f3h7h8g8e2f1d1e1g1f2d2c2b3b1g2h1c1h2b7a8a1b2
Worldchampionship,2024.10.25,3,YangKelvin,ZilligSanna,35-29,f5f6e6f4c3d6f3e3d3c6g4g3g5h3h4h5h6h7g6f7c5b4a5c4d7c7b3d8e7e8b6b5a6a4a3f2d2e2c2d1c1b1e1f1g1h1h2g2g8b2b8c8f8b7h8g7a7a8
Worldchampionship,2024.10.25,3,AndrianiBintsa,RoyAmar,41-23,f5d6c4d3e6f4e3f3c6b4g4g6f6g5h5f7e7h3h6e8c5h4h2b5g3c7d7d8g8g7h8h7f8h1c8f2b8b7a5a6a8b6a7a4a3c3c2b3a2b1d2a1b2c1d1e1e2g1
Worldchampionship,2024.10.25,3,LinPinHsi,KohBoXiang,8-56,c4e3f5e6f6c5c3c6d3d2e2g5g6e7d1g4b6a6c7b5d6d7b4a3f4f3a5a4f2a7c8f7f8c2c1g3h6h5h4h2h3h7g7h8g8d8b8e8g1f1a8h1b7b3b2g2a1a2
Worldchampionship,2024.10.25,3,GutorovIvan,KashiwabaraTakuji,29-35,c4e3f5e6f6c5d3g6d7f4f3d6e7c3c6f7g5d8e8c8f8g8b6h4b4c2e2g4d2a6b7b5h6h5h3a3a5g3a7e1d1c1h7g2g7b3h2h8h1c7f2a8b1a4a2a1b2f1
Worldchampionship,2024.10.25,3,ShamanDavid,SiaChengYong,36-28,c4e3f6c5c3f5d6c6e6d7f3e7d3f7b5a5b6b4c7f4a6a4a3c8g4h3h5g3g5g6g7f2h4d2f8d8h6h8e8b2f1e1e2g1d1c1h2g8a1a7a8c2b1b3h1g2h7a2
Worldchampionship,2024.10.25,3,NaraSoma,Ben-DayanAbraham,53-11,f5d6c3f4f6f3d3c4e3e2g4f2d2e6g3g5h6d1f1h4h5e1h3g1e7e8d7f7c6c5b4a4c7b6f8g6d8c8b8b3a6g7b5g2h2b7c1b1c2b2h1h8g8a8a7a5h7a1
Worldchampionship,2024.10.25,3,ChangChunYi,SongYan,29-35,d3c5e6f5f6e3d6f7g5c6f3c4f8g6e7f4c3g4h3g3d7c7b3b4a5c8b5d8h4e8b8e2e1f2b6h5g8b7h7h6a8h8g7h2f1d1c1g2h1g1b2d2c2a3a4a2a1b1
Worldchampionship,2024.10.25,3,LiChunWan,WilliamJoanna,40-24,d3c3c4c5d6f4f5d2f3d7c6b5b4e3e2a3b6a6d1f2b3c1c2f1e1a2a4a5g3g4h3f6e6g5h6g2e7f8g6f7g7g1c8d8h1h8b1b8e8h5h4g8h7h2a8b2a1a7
Worldchampionship,2024.10.25,3,KinoshitaHisako,CuiYijun,23-41,c4e3f6e6f5c5c3c6d3d2e2b3b4f4g3f3g4f2c1d1c2b1g1g5e1b2h4h6b6a5c7d6e7h3h5b5a6f7g6c8d8e8d7b8b7a4f8g8a1a8a7h7h8g7h2f1g2h1
Worldchampionship,2024.10.25,3,BergMatthias,ChoudharyAshok,32-32,e6f6f5d6e7g5c5f7c4e3f4f3g6d3h5c7c3b6b4e8d7c6g4g3d8b5f8h4c8b7c2h6a4a5a8d2f2e2d1b3a3f1e1c1h2b8a7a6b2a1a2b1g2h3h1g1h7g8
Worldchampionship,2024.10.25,3,CzymaraAndreas,KuritaSeiya,5-59,e6f4e3d6g4f6c4c3c5c6b4a3d7b3b5a6b6c7a4a7c8a5c2e8f7e7d8b8f5d1c1b1b7g5b2a8f8a2h5g3f3a1h2d2g6h3d3h1h4f2f1e2e1g8g7h8h7h6
Worldchampionship,2024.10.25,3,ChuaZiWei,ZilligIsabel,45-19,d3c3c4e3f4c5e2f5f6f2d2f3e6f1e1d1c6d6b5g5g4b4a4a6c7g6h5a3a5d7b3e7e8h3f8f7h6b6c1g3h4b1c2h7h2h1g1g2a1c8g8d8b8b7g7b2a2a8
Worldchampionship,2024.10.25,3,YapKokSoon,MelnikovAlexander,19-45,c4e3f5e6f6c5c3c6b5b6f4g6e7d6d7g5g3f3g4f7d2b4a3e2d3f2f1e1d1h4h3h2f8c8d8c7h5h6a6g2g7a5b8a4b3h7b7h8g8b2h1g1c2e8c1a1b1a2
Worldchampionship,2024.10.25,3,YanHongSyuan,ZengAnna,27-37,f5f6e6d6e7f7d7f8e8g5c5c6c4b5b4e3c7c3c2d3b6d8f4b3a4c1h6h4h5h7g6c8b7a3b2g3g4h3f3d2f2a8a2e2g2g1f1h1h2g7e1d1b1a7h8g8b8a1
Worldchampionship,2024.10.25,3,KohBoChaoAlex,TomitaYou,35-29,e6f4e3d6c5f3c6e7f8c3f6f7f5d3e2c4d2d7c8d1g8c2g4g5h5g6g3h6f2h4h3e8d8h2e1f1b4b3a3a5a4a2b5a6g2c7b6a7b7g7c1b1h8h7h1g1a1b2
Worldchampionship,2024.10.25,3,ZhelezovAleksei,VinarMatt,27-37,f5d6c3d3c4f4f6f3e6e7c6g6f8c5b4b5e3d7g4g3c8f2e2e1b3h4a6a5c7a4a3b6h6d2c2g5h5h7f1c1h2h3h8d1b1g2b2e8d8a1a2g7b7a7f7a8b8g1
Worldchampionship,2024.10.25,3,LamMaverick,MitmeanCharinee,33-31,c4e3f6e6f5c5c3b4d3e2f2f4c2d6f3g5g6g4f1e7a5d2e1a3b5b3f7g3h3h5h4h7d8f8c7c6d7a6a4b6h6h2e8c8b8a8b2a1a2b1c1d1g2h1g1b7a7g8
Worldchampionship,2024.10.25,3,DuZhouzi,BatzorigErdenesuvd,55-9,e6f4c3c4d3d6f6c6f5f3e3g5g4h5h3g3b4e2c5d7g6e7f7h6c8f8e8d2c2b6b5a4a3a6a5c1a7d8g8b7b3b2a2g7f1f2h8h7a1b1d1e1h4g1g2h2h1b8
Worldchampionship,2024.10.25,3,EklundOskar,SanJenny,51-13,e6f4c3c4d3d6f6e7c5c6f5g5g4b5d7e3b4b6c7a3e2f2f3g3h6d1g6h5f7h7e1c2d2f1b3a4c1b1g2g8h4d8a5a6h8f8g7g1h2h3h1b2a1a2a7b7b8c8
Worldchampionship,2024.10.25,3,RybarikIvo,TassananukulkitTeeraphap,6-58,d3c5d6e3f5f4e2d2c4e6g4c6f3c3b4f2c2g5f6e7h5g3f7h6e1h4e8b3b5f1h3h2d1d7g1a3a5a6a7b1b6c7c8b2a1c1a4a8g6h7a2b7b8g8f8d8g7h8
Worldchampionship,2024.10.25,3,ShiPeipei,deGraafJanC.,20-44,c4c3d3e3c2d6f3b4b5e2f4d2b3f2c1d1c5g4g3g5c6f5e1f1g1h3d7a4e6f6a3a6g2e7f8c7g7c8d8e8f7h1h6h5h2b1h4g8b2g6a5a1a2b6b7b8a8a7
Worldchampionship,2024.10.25,3,ByambajargalNyamjav,KahvecioğluErkam,21-43,e6f4c3c4d3d6g4c5f6e3e2f5b6c6g6e7d8g5h6f8b4f7e8c8d7h4b5h3g3a6c7a5g7g8a4a3b3e1f3h8h7h5f1g1f2h2b7b8g2d1d2h1c1c2b1b2a2a1
Worldchampionship,2024.10.25,3,TastetMarc,ZilligRemko,31-33,e6f6f5d6e7f4g4g5c6f7d7g6h4h3h6h5h2g7c5c4h8h7g8b5f8b6c7b8a4b7g3c8f3h1e3d2e2d1f2d3e1g2c1c2c3b3b4b2a8a5a7a6b1a3a2a1d8e8
Worldchampionship,2024.10.25,3,SanoYoko,DoymazMelisa,31-33,c4e3f6e6f5c5c3c6d3d2f3f2e7g3d6b4b3f4e2c2g4f1e1d1h3g5h4h6b5a6g6a5c1b1a4a3c7h5h7b6b2c8g2e8d8d7f7f8g7h1g1h2a1a2b7h8a7a8
Worldchampionship,2024.10.25,3,SukalakPhakaphon,DoudaTomáš,9-55,f5d6c3d3c4f4c5b3c2b4e3e6c6g4g6f6g5d2d1c1b1h6h4e1f1e2f2h5h7f3a3g3d7c8e8c7e7b6b5a4a5a6d8f8a7b8h3f7g7g2h1h2b7h8a2g8g1a8
Worldchampionship,2024.10.25,4,ZilligIsabel,TastetMarc,2-62,d3c5e6f5f6e3f4c3e2f1c2d2c1d1e1b1c6d6c7d7e8b6b3b4c4f2f3c8a4a5a6a3b5a7b2d8e7a1b8a2b7a8g1g2g3h3g4f8f7g7g6h6h7h2g8h1h5h4
Worldchampionship,2024.10.25,4,ChoudharyAshok,NaraSoma,20-44,e6f4c3c4d3d6e3c2b3f5f3f6g4e2g5b4d2g3f1c5a5e1c1d1f2b2b6c6b5h3h5a2h4h6c7c8e7f7b7e8d8d7a3a1b1a8b8a4g6h7a6a7g7h8g8f8h2g2
Worldchampionship,2024.10.25,4,VyasMehul,SukalakPhakaphon,55-9,e6f6f5d6e7g5c5f7f4c6c4f8d7b5g4d3e8d8h5g6c7c8e3h3f3e2h6h4h2g3b6a5f2f1g2g7h7g1h1e1d1c2b3d2c1b1b2c3b4a1b7a8b8a7a6a4g8h8
Worldchampionship,2024.10.25,4,SteentoftBenkt,RybarikIvo,51-13,c4c3d3c5f6d2c6d6e6d7c7e7d8b6c8f8f7g6g5f3f5h5g4g8f4h3h6h7h4g7e3f2a6g3e2f1b5a7a5a4g2g1h8e8h2b7h1b8a8e1d1a3c1c2b1b2b4b3
Worldchampionship,2024.10.25,4,KuritaSeiya,BergMatthias,53-11,c4e3f6e6f5c5c3b4d3e2d2f4c6b5d6b3a4d7g3c7b6a6a3e7a5a2f3a7c2e1f7g6d8f8e8g5c8d1g8f2h6h3h4h5g4h7g2g1h1h2h8g7f1b7b8a8b2b1
Worldchampionship,2024.10.25,4,CuiYijun,LiChunWan,16-48,f5f6e6f4g5e7e3f3d3c3d2g4g6h5h4g3h6e2b3c6f7f8f1c4f2e1d1c2c5c1b1d6e8d8b5b6d7a5a4b4a3a2a7g8g7h8h7h3g2g1h1h2a6a8b2c7c8a1
Worldchampionship,2024.10.25,4,TakanashiYusuke,ShamanDavid,43-21,c4e3f6e6f5c5f4g6f7d3g5c6d6d7b5e7b6c7f8e8c3g3e2h6f2g4h5a5h3g8h4d2f3a4h7b3b4a3b7e1c1g1f1g2d8c8a7d1c2a6a8b8h8g7h1b1b2a1
Worldchampionship,2024.10.25,4,SongYan,ChenPoYun,26-38,c4c3d3c5b4d2d6b3e3f5d1f3f2e2c2a4g3c1f4e1f1b5b1g5b6c6c7e7e6h3g6f6h5d7h4f7g4h6d8e8c8h2b7a6a7g2f8a8b8g7h7h8g8a5a2a3b2a1
Worldchampionship,2024.10.25,4,KashiwabaraTakuji,KohBoChaoAlex,10-54,f5f4e3f2e2f6d3c4f3e1g5c3f1g1c2d2b3e6g4h6d7e7e8d6c5h3h4b1h2f7d1c1g2a3g8f8g7h5h7h1b2g3a4c6b5h8a2a1b4b7b6d8g6c7b8c8a7a6
Worldchampionship,2024.10.25,4,DoudaTomáš,SritaraphanPharisorn,23-41,d3c5f6f5e6e3d6f7g6f4g5c6e7e8f8g4d8h5d7c7b4c8b5g8e2e1h3g3f2c3f1g1d2d1f3a4c4h6b7b3a6a5a3h4h7g2c2b6h1c1a7h2b1b2g7h8a2a8
Worldchampionship,2024.10.25,4,MelnikovAlexander,DuZhouzi,10-54,c4e3f4c5e6d6b5b4d3f5b6f3c6f7f6c3g5b3a3d7e7g4e8c8f8h5c7g6c2a5a6a4d2e2f1b7h4h6a8a7g3f2e1h3g2b2a1a2g7d1b1c1h1g1h8h7h2g8
Worldchampionship,2024.10.25,4,KohBoXiang,LamMaverick,36-28,c4e3f5e6f6c5d3g6d7c3f7f4f3g4e2g5b6d2f2g3h6c6h3h4h5e8c8a6c1f1d1g2c2g1e1b1h1b3b2b4a1a2d6d8a3b8a4h2b5a5c7e7f8g8g7b7a7a8
Worldchampionship,2024.10.25,4,DoymazMelisa,LinPinHsi,25-39,e6f4c3c4d3d6e3c2b3c5b4a4f3e2d2f7c6e1b6f5d7f6c1f2a5b5a3d8e7e8f8c7c8a6a7d1g6g5h5g4h4h6h7g3f1g2h1g1h2h3g7h8g8b8b7a8a2b2
Worldchampionship,2024.10.25,4,YapSiewKun,ByambajargalNyamjav,53-11,f5d6c3d3c4f4f6f3e6c6c5b5b4a3e3f2e2d1e1f1g4b3d7h5h3g5h4h2g3c7b6d8g6a6e7f8d2f7h7c1e8h6h1g7g1g2c2b1c8b8a1b2a2a4a5a7b7a8
Worldchampionship,2024.10.25,4,YapKokSoon,ShiPeipei,24-40,c4e3f5e6f6c5f4g6e7f3g4g5d6d3g3h4d2c2e2h3h5h6f7d7d8c6b5b6a7a5c7f8b4b8e8c8h7a3a4a6h2a8b2g7h8g8b7g2f2b3c3c1d1b1a1a2e1f1
Worldchampionship,2024.10.25,4,ZilligSanna,TastetSophie,33-31,e6f6f5f4e3d3f3d7g4h3g5h4h6g6e7c6f7f2e2e8g8d8c7b6f1f8c8d6c2g3b5c5b4c4b8a5b3d2c3a4a3c1e1a2a7b2b7d1g2a6a1h1b1a8g7h8h7h5
Worldchampionship,2024.10.25,4,KahvecioğluErkam,DufourDaniel,14-50,f5d6c3d3c4f4f6f3e6e7f7c5e8e3g4b5d7c6b6c7b8b3a5d8c8b4a4a3a2a7f2g5e2g6h6h5h4g8h7e1c2d2d1c1b2g7h8f8a6a1b1a8b7f1g1h1g3h2
Worldchampionship,2024.10.25,4,VinarMatt,GutorovIvan,25-39,d3c5f6f5e6e3c3d2f4f3c2g4d1d6e2g5g3f2e1h3h5c1b1d7e7g6c4f8b6b5a6b4b3a4a5a7c6g1c7h4b7h6g7f7e8d8c8a8b8h7f1a1h8g8h2a3b2g2
Worldchampionship,2024.10.25,4,Ben-DayanAbraham,DongZhen,40-24,e6f6f5f4g5e7e3f3d3c6g4g3g6h3h4h6h2h5h7c4f7f8d8d7b4e2d2c3f1c5b3e1d1f2c8c7d6b6a6c1b1c2g1g7b2b5h8a4b8e8g8a3a5a7b7a8a2a1
Worldchampionship,2024.10.25,4,ZhelezovAleksei,ChuaZiWei,47-17,c4c3d3e3f6b5f3c5b4a5d2e1e2f1c2f2b3a3d1c1a4g3d6b6a6a7c6f5e6c7f4g4g5h6c8d7f7g8h4g7g6h7f8e8h8h5e7d8h3g2g1b8a8h1h2a2b2b7
Worldchampionship,2024.10.25,4,BatzorigErdenesuvd,TuvduuErdenezaya,28-36,c4e3f5e6f6c5f4g6f7d6e7f3g5g4e2d7b5c6g3a5b4d3d8c8b3b6h3h4a6a3e8c3d2c2b8c7a4a7c1g8h7f1f2g7f8a8h8e1d1b1g2h1g1h2a1h6h5a2
Worldchampionship,2024.10.25,4,SiaChengYong,deGraafJanC.,36-28,e6f6f5d6f7e3d7e7d8c8c7f8b8g4c6g8f4g6c5c4d3e2f3g5c2b4b6d2g3f2h3h5f1a6b7b5e8a8c1g1h1h4h6g7h2g2c3b3a2e1a3a4d1a1h7h8a7a5
Worldchampionship,2024.10.25,4,ZilligRemko,ChangChunYi,30-34,d3c3c4e3f4c5b4b3e2f5d2f1e6g4d6f3e1f6g1f2g5b6b5a5h4c6a4a3c2c1f7g3e7a6h3h6d7c7b8g7h5g6g2c8d8f8e8h7b7a8a7h1h2d1h8g8b1b2
Worldchampionship,2024.10.25,4,TomitaYou,AndrianiBintsa,59-5,c4e3f6e6f5c5c3g5c6d3d6b4b3b5a5a4a3b6a6f7f4e7d7f3f8e8d8c8b8c7d2c1e1c2d1f1e2f2g8b1g6h6g4h5h3g3h2a7a8b2a1a2g1g2h1h4g7h8
Worldchampionship,2024.10.25,4,ErdenemunkhManlai,RybárikAndrea,47-17,c4c3d3c5d6e6f4f5c6e7d7b6b5a5c7e8d8c8b4f6e3d2c1a4a3a2b3e1c2f2f3e2f1g1g5g6f8g8f7h5g4h4h3h2g3g2d1b1h1b2a1g7a6a7h6h7a8b7
Worldchampionship,2024.10.25,4,NielsenAlberteJosefine,SanoYoko,19-45,d3c5f6f5e6e3d6f7g5c6c7e7b5b4b6c8e8a5d7c4a6d8b8a4a3b3f3c3f4d2e2e1f1c2f2g6g4h5f8h4h3g7g3d1c1b2b1a1a2a7b7a8h8g8h7h6g1g2
Worldchampionship,2024.10.25,4,SanJenny,YanHongSyuan,22-42,d3c5d6e3f4c6f5c3e2e6e7f7d7f2c7f3b6d2b4g4c4g6g5h6h3h5g3f6h4b3f8h2c1d1c2b5a3a5f1b1e1g1a6a4b2a1a2b7c8a8a7b8g7g8h8h7g2h1
Worldchampionship,2024.10.25,5,ÖzgenGüneşDeren,SanJenny,19-45,f5d6c4d3c6f4f3e3e6c5c2d2c3e2d1g6f6b4b3a3b5a6f2c1h6e1a5a4f1b6b1g4g5h5h4g3b2c7c8a1d7h3h2b7a2g2a7a8b8d8e7e8f7f8g7h8h1g1
Worldchampionship,2024.10.25,5,YangKelvin,CuiYijun,54-10,f5d6c3d3c4f4c5b3c2f6g5e3f3b4c6b5e6g4e2d2f2c1h3g3d1f1e1h6h5h4h7g6f7f8a6d7c8a5e7d8b6e8g8c7a3a7h2b2a1b1a2g7h8a4b7a8b8g2
Worldchampionship,2024.10.25,5,EklundOskar,ZilligSanna,60-4,e6f6f5d6c5f4d7c4c3c6e7c7d3b5b4c8d8e8f8g8f7g6a6a3e3a5b6b3g3d2g5h5h6h7g4e2f3h4f2f1g2b7a8b8a7h1h8h3h2g7c1e1a4d1c2a2b1g1
Worldchampionship,2024.10.25,5,SanoYoko,ErdenemunkhMandakh,50-14,f5d6c3g5e6f7c5f4f6g6g3c4c6b6d7d3f3e8e7d8g4c2c7h3d2e1b5f2h4h5e3a4f8g8f1c8b3a3a5a6b4g1d1c1e2g7h6h7h8b2a2a1b1a7b7b8a8h1
Worldchampionship,2024.10.25,5,RybárikAndrea,NielsenAlberteJosefine,20-44,e6f4e3d6c6c5d3c3f5f6g3d2g5d7c7e7c8f7f8b6c2c1b3c4a6a3d1e1b5b4a4a5a2d8e8e2f1g1b2h5h4h3g4a1b1a7h1b7a8b8g6h7g7h8g8g2h2f3
Worldchampionship,2024.10.25,5,LinPinHsi,ZhelezovAleksei,20-44,c4c3d3c5d6f4f5d2f3d7c7e7c6b5d8e6b4f6b6e3e2b3d1c2f2g5c1a5a6a3a4a7g6h6f7g4g3a2h4h5h7f1b7h3h2a8b8c8e1b1g2e8b2a1f8g7g8h8
